3.142984211444854736e-02,-4.537173733115196228e-02,3.142683506011962891e+00,7.148950695991516113e-01,5.017755985260009766e+00,2.242373704910278320e+00,7.615676403045654297e+00,-7.061758041381835938e+00,-5.684309482574462891e+00,-9.175318717956542969e+00
2.619584202766418457e-01,-6.180783748626708984e+00,8.584457397460937500e+00,1.539902877807617188e+01,-1.456523799896240234e+01,3.615762472152709961e+00,-7.689892768859863281e+00,-3.287593364715576172e+00,6.055905342102050781e+00,2.373617172241210938e+00
-5.882254838943481445e-01,-4.251066684722900391e+00,2.111805438995361328e+00,5.134743690490722656e+00,-1.299593067169189453e+01,2.084314727783203125e+01,5.979269027709960938e+00,-1.207697963714599609e+01,5.790917873382568359e+00,-2.134204626083374023e+00
3.682884454727172852e+00,5.579830646514892578e+00,9.188512802124023438e+00,5.938121795654296875e+00,-1.688143730163574219e+01,-9.767618179321289062e-01,-6.027444839477539062e+00,1.998506188392639160e+00,7.512126445770263672e+00,-3.066276788711547852e+00
1.273571681976318359e+01,-7.898599624633789062e+00,-4.564778804779052734e-01,-2.972217559814453125e+00,-1.244034004211425781e+01,9.258920669555664062e+00,-7.166414856910705566e-01,3.338212966918945312e+00,5.020887851715087891e+00,-2.735204696655273438e+00
1.345623397827148438e+01,-7.929580211639404297e+00,6.149739742279052734e+00,-2.474102020263671875e+00,-3.707335710525512695e+00,-1.533100366592407227e+00,1.092659950256347656e+00,-1.493978500366210938e+00,-1.237069845199584961e+00,1.004400491714477539e+00
-2.484933137893676758e+00,-5.914652347564697266e-01,3.148699998855590820e-01,1.457586288452148438e+01,-4.725250244140625000e+00,3.114461660385131836e+00,-8.532766342163085938e+00,-3.942670106887817383e+00,3.806825399398803711e+00,2.221600532531738281e+00
-1.425138831138610840e+00,1.058134078979492188e+01,9.124631881713867188e-01,-1.255770683288574219e+00,-1.600107550621032715e+00,-1.901926040649414062e+00,3.654793202877044678e-01,8.325550556182861328e-01,1.978739023208618164e+00,-3.730177402496337891e+00
-2.285256862640380859e+00,2.486716508865356445e+00,1.550605201721191406e+01,5.888582706451416016e+00,-8.284283638000488281e+00,-5.218275189399719238e-01,-8.060061454772949219e+00,5.265700340270996094e+00,-1.475074887275695801e+00,-5.495097637176513672e+00
2.078615760803222656e+01,-9.893302917480468750e+00,1.088760733604431152e+00,-5.805154800415039062e+00,-5.921902656555175781e+00,5.007957458496093750e+00,3.159421205520629883e+00,-2.230541110038757324e-01,-1.001832199096679688e+01,5.890169620513916016e+00
1.029366970062255859e+00,-5.762049674987792969e+00,2.195940494537353516e+00,-2.845722734928131104e-01,3.369869470596313477e+00,-2.909286737442016602e+00,1.667976379394531250e+01,-5.827348232269287109e+00,-3.614960193634033203e+00,-7.678391456604003906e+00
-3.899003267288208008e+00,2.317121982574462891e+00,-4.901810169219970703e+00,9.045415520668029785e-01,5.854495048522949219e+00,-2.876801490783691406e+00,-9.718516349792480469e+00,3.146493434906005859e+00,4.779082775115966797e+00,1.184080028533935547e+01
-3.910429775714874268e-01,-1.221217036247253418e+00,5.717162609100341797e+00,5.489519119262695312e+00,-8.626111030578613281e+00,-5.547092914581298828e+00,-1.512225246429443359e+01,1.595337772369384766e+01,3.947871327400207520e-01,5.830847740173339844e+00
-6.451278924942016602e-01,3.450848102569580078e+00,-9.122912406921386719e+00,9.944424033164978027e-01,2.695251941680908203e+00,7.003584504127502441e-01,-1.079663085937500000e+01,5.426784992218017578e+00,-1.433913946151733398e+00,1.332746982574462891e+01
-7.539890766143798828e+00,-5.226736068725585938e+00,-1.952242493629455566e+00,4.075434684753417969e+00,3.329254150390625000e+00,5.725962519645690918e-01,-1.231148624420166016e+01,8.086072921752929688e+00,-3.887362182140350342e-01,1.524132061004638672e+01
-1.074978828430175781e+00,5.983197212219238281e+00,2.115829277038574219e+01,1.041520309448242188e+01,-1.638405227661132812e+01,-1.594593524932861328e+00,-4.914166927337646484e+00,-5.475244045257568359e+00,1.041447830200195312e+01,-1.227150440216064453e+01
-7.248711585998535156e-01,-3.104506134986877441e-01,-3.914248943328857422e+00,7.830804824829101562e+00,-1.307503890991210938e+01,1.449305152893066406e+01,-5.178536891937255859e+00,-3.781969308853149414e+00,3.108690977096557617e+00,4.198257446289062500e+00
1.168200874328613281e+01,-1.381195545196533203e+00,3.740984439849853516e+00,3.446308374404907227e+00,-1.181303310394287109e+01,9.509511947631835938e+00,7.203489542007446289e-01,7.842454910278320312e-01,-6.817879199981689453e+00,-5.988592147827148438e+00
-8.450755119323730469e+00,1.201797294616699219e+01,-1.252620220184326172e+00,3.612163543701171875e+00,2.222456693649291992e+00,-3.865684509277343750e+00,-4.842545986175537109e+00,5.799284577369689941e-01,3.205860853195190430e+00,-7.926291227340698242e-02
-8.542008996009826660e-01,-3.276997327804565430e+00,1.717658805847167969e+01,3.042495250701904297e+00,-1.126020789146423340e+00,-9.926973342895507812e+00,-4.276434421539306641e+00,5.441018581390380859e+00,4.396680831909179688e+00,-6.860191822052001953e+00
-2.575773954391479492e+00,-3.758887290954589844e+00,2.089622974395751953e+00,-2.724925756454467773e+00,1.217725181579589844e+01,3.146620392799377441e-01,-2.937385797500610352e+00,2.690384149551391602e+00,-7.091840744018554688e+00,4.757440567016601562e+00
-7.450601100921630859e+00,-5.142075061798095703e+00,-5.009558200836181641e+00,-1.414552450180053711e+00,6.780912399291992188e+00,2.310959100723266602e+00,-3.129093647003173828e+00,1.053680539131164551e+00,2.684657812118530273e+00,1.667659950256347656e+01
-2.117736339569091797e+00,8.404650688171386719e-01,-7.790801525115966797e-01,2.980811595916748047e+00,-3.997917175292968750e+00,-1.312090992927551270e+00,-1.317042255401611328e+01,1.335124206542968750e+01,-7.964025139808654785e-01,7.335088729858398438e+00
-2.457583189010620117e+00,8.776786804199218750e+00,1.290745258331298828e+00,-7.267380356788635254e-01,2.385426044464111328e+00,-4.218176841735839844e+00,-2.343033790588378906e+00,3.707689523696899414e+00,1.230103850364685059e+00,-3.132034301757812500e+00
-2.107324361801147461e+00,4.957819581031799316e-01,2.908990621566772461e+00,5.814574241638183594e+00,-5.592615604400634766e+00,-4.849399089813232422e+00,-1.374894046783447266e+01,1.480329418182373047e+01,5.095222592353820801e-01,6.027518272399902344e+00
